timestamp,value
2024-01-01 00:00:00,52.483570765056164
2024-01-01 01:00:00,49.308678494144075
2024-01-01 02:00:00,53.23844269050346
2024-01-01 03:00:00,57.61514928204013
2024-01-01 04:00:00,48.82923312638332
2024-01-01 05:00:00,48.8293152152541
2024-01-01 06:00:00,57.896064077536955
2024-01-01 07:00:00,53.837173645764544
2024-01-01 08:00:00,47.65262807032524
2024-01-01 09:00:00,52.712800217929825
2024-01-01 10:00:00,47.68291153593769
2024-01-01 11:00:00,47.671351232148716
2024-01-01 12:00:00,51.20981135783017
2024-01-01 13:00:00,40.43359877671101
2024-01-01 14:00:00,41.375410837434835
2024-01-01 15:00:00,78.52381428053741
2024-01-01 16:00:00,44.93584439832788
2024-01-01 17:00:00,51.57123666297637
2024-01-01 18:00:00,45.45987962239394
2024-01-01 19:00:00,42.93848149332354
2024-01-01 20:00:00,57.32824384460777
2024-01-01 21:00:00,48.87111849756732
2024-01-01 22:00:00,50.337641023439616
2024-01-01 23:00:00,42.87625906893272
2024-01-02 00:00:00,47.27808637737409
2024-01-02 01:00:00,50.554612948549334
2024-01-02 02:00:00,44.24503211288849
2024-01-02 03:00:00,84.95703383755105
2024-01-02 04:00:00,46.99680655040598
2024-01-02 05:00:00,48.54153125103362
2024-01-02 06:00:00,46.991466938853016
2024-01-02 07:00:00,59.26139092254469
2024-01-02 08:00:00,49.93251387631033
2024-01-02 09:00:00,44.7114453552205
2024-01-02 10:00:00,54.11272456051594
2024-01-02 11:00:00,43.89578175014489
2024-01-02 12:00:00,51.04431797502378
2024-01-02 13:00:00,40.201649380601125
2024-01-02 14:00:00,43.359069755507846
2024-01-02 15:00:00,50.984306179345616
2024-01-02 16:00:00,53.69233289997705
2024-01-02 17:00:00,50.85684140594985
2024-01-02 18:00:00,77.61445496426164
2024-01-02 19:00:00,82.45272726166752
2024-01-02 20:00:00,42.60739004816286
2024-01-02 21:00:00,46.40077895802646
2024-01-02 22:00:00,47.696806145201066
2024-01-02 23:00:00,55.285611131094576
2024-01-03 00:00:00,51.718091447842305
2024-01-03 01:00:00,75.20881511685536
2024-01-03 02:00:00,51.620419846973974
2024-01-03 03:00:00,48.07458859791842
2024-01-03 04:00:00,46.61538999847021
2024-01-03 05:00:00,53.058381444204336
2024-01-03 06:00:00,55.154997612479754
2024-01-03 07:00:00,54.65640059558099
2024-01-03 08:00:00,45.80391238388681
2024-01-03 09:00:00,48.45393812074393
2024-01-03 10:00:00,51.65631715701782
2024-01-03 11:00:00,54.877725635611796
2024-01-03 12:00:00,76.6241156545619
2024-01-03 13:00:00,49.07170511668092
2024-01-03 14:00:00,44.468325129969855
2024-01-03 15:00:00,44.01896687959665
2024-01-03 16:00:00,54.06262911197099
2024-01-03 17:00:00,56.78120014285412
2024-01-03 18:00:00,49.63994939209833
2024-01-03 19:00:00,55.017664489460124
2024-01-03 20:00:00,51.808180125238174
2024-01-03 21:00:00,46.774401226974376
2024-01-03 22:00:00,51.80697802754207
2024-01-03 23:00:00,57.690182832329846
2024-01-04 00:00:00,49.82086980445024
2024-01-04 01:00:00,57.82321827907003
2024-01-04 02:00:00,36.901274479551276
2024-01-04 03:00:00,54.10951252187612
2024-01-04 04:00:00,50.435235341190854
2024-01-04 05:00:00,48.50496324767066
2024-01-04 06:00:00,50.458803882677515
2024-01-04 07:00:00,40.06215542699554
2024-01-04 08:00:00,48.90164056081244
2024-01-04 09:00:00,51.78556285755873
2024-01-04 10:00:00,83.72476962981321
2024-01-04 11:00:00,47.40864890863176
2024-01-04 12:00:00,45.95753198553406
2024-01-04 13:00:00,47.491214782077314
2024-01-04 14:00:00,54.57701058851037
2024-01-04 15:00:00,51.64375554829842
2024-01-04 16:00:00,47.351198981164806
2024-01-04 17:00:00,52.56633716556678
2024-01-04 18:00:00,50.4853877467402
2024-01-04 19:00:00,54.84322495266444
2024-01-04 20:00:00,46.48973453061324
2024-01-04 21:00:00,48.36168926701116
2024-01-04 22:00:00,48.03945923433921
2024-01-04 23:00:00,42.68242525933941
2024-01-05 00:00:00,51.48060138532288
2024-01-05 01:00:00,51.30527636089945
2024-01-05 02:00:00,50.025567283212304
2024-01-05 03:00:00,48.82706433312426
2024-01-05 04:00:00,42.923146289747926
2024-01-05 05:00:00,47.8967733861732
2024-01-05 06:00:00,48.286427417366156
2024-01-05 07:00:00,45.9886136538919
2024-01-05 08:00:00,49.19357144166995
2024-01-05 09:00:00,52.02025428407269
2024-01-05 10:00:00,59.43092950605265
2024-01-05 11:00:00,50.872889064159196
2024-01-05 12:00:00,51.28775195361382
2024-01-05 13:00:00,49.62777042116917
2024-01-05 14:00:00,40.40614392350479
2024-01-05 15:00:00,49.867430622753915
2024-01-05 16:00:00,50.30115104970513
2024-01-05 17:00:00,62.316210562426434
2024-01-05 18:00:00,49.03819517609439
2024-01-05 19:00:00,51.50773671166806
2024-01-05 20:00:00,49.82644115147378
2024-01-05 21:00:00,44.15660981190234
2024-01-05 22:00:00,55.7141140725751
2024-01-05 23:00:00,53.75966516343387
2024-01-06 00:00:00,53.95515973521523
2024-01-06 01:00:00,45.4530627260263
2024-01-06 02:00:00,57.013971554680495
2024-01-06 03:00:00,42.990744686038596
2024-01-06 04:00:00,52.93428546900135
2024-01-06 05:00:00,60.952278129049894
2024-01-06 06:00:00,45.04731837434656
2024-01-06 07:00:00,47.16851135198614
2024-01-06 08:00:00,50.498256825438204
2024-01-06 09:00:00,47.482621729419
2024-01-06 10:00:00,42.24668284466934
2024-01-06 11:00:00,50.34281487403014
2024-01-06 12:00:00,44.688481431369475
2024-01-06 13:00:00,52.36796215317591
2024-01-06 14:00:00,45.402878828830985
2024-01-06 15:00:00,57.7496720250877
2024-01-06 16:00:00,46.08373353831882
2024-01-06 17:00:00,48.38969241897162
2024-01-06 18:00:00,54.06758608684835
2024-01-06 19:00:00,43.84567841783022
2024-01-06 20:00:00,51.13729967302065
2024-01-06 21:00:00,56.53571377141214
2024-01-06 22:00:00,41.96258382719386
2024-01-06 23:00:00,50.92316929266152
2024-01-07 00:00:00,51.29941397124212
2024-01-07 01:00:00,53.90911435888655
2024-01-07 02:00:00,43.81524644560959
2024-01-07 03:00:00,43.39771693457862
2024-01-07 04:00:00,52.60970782808449
2024-01-07 05:00:00,51.48492336616593
2024-01-07 06:00:00,51.252464251729386
2024-01-07 07:00:00,51.73224104748488
2024-01-07 08:00:00,46.59987639210755
2024-01-07 09:00:00,51.16126848580502
2024-01-07 10:00:00,51.46536236649341
2024-01-07 11:00:00,46.42824290986816
2024-01-07 12:00:00,59.328872555723784
2024-01-07 13:00:00,52.36916460455894
2024-01-07 14:00:00,44.04348251398676
2024-01-07 15:00:00,53.28276804316915
2024-01-07 16:00:00,45.126591648863396
2024-01-07 17:00:00,53.93542301871226
2024-01-07 18:00:00,86.40324756755204
2024-01-07 19:00:00,45.89658840824145
2024-01-07 20:00:00,54.81688064622161
2024-01-07 21:00:00,52.063904634682494
2024-01-07 22:00:00,54.11030079997245
2024-01-07 23:00:00,59.48396491326974
2024-01-08 00:00:00,48.77305941998565
2024-01-08 01:00:00,46.23131917821255
2024-01-08 02:00:00,45.55242785187238
2024-01-08 03:00:00,45.92094857517281
2024-01-08 04:00:00,49.61449145292948
2024-01-08 05:00:00,51.70575987408322
2024-01-08 06:00:00,51.3834539966501
2024-01-08 07:00:00,54.13591624518012
2024-01-08 08:00:00,50.065009459389536
2024-01-08 09:00:00,57.26767038578659
2024-01-08 10:00:00,48.67671583381022
2024-01-08 11:00:00,63.600845832948096
2024-01-08 12:00:00,53.128336738825034
2024-01-08 13:00:00,45.714212217918586
2024-01-08 14:00:00,44.645537509694435
2024-01-08 15:00:00,52.41236207621593
2024-01-08 16:00:00,48.88268607337075
2024-01-08 17:00:00,53.57000247046046
2024-01-08 18:00:00,52.366188122867726
2024-01-08 19:00:00,49.63585543671564
2024-01-08 20:00:00,45.76603140965798
2024-01-08 21:00:00,42.42576387657068
2024-01-08 22:00:00,47.767425239664895
2024-01-08 23:00:00,54.28199397161736
2024-01-09 00:00:00,51.07046872065102
2024-01-09 01:00:00,43.77130610644006
2024-01-09 02:00:00,50.86590462925591
2024-01-09 03:00:00,51.92658689864418
2024-01-09 04:00:00,45.580712818994336
2024-01-09 05:00:00,50.768625529727636
2024-01-09 06:00:00,50.29104359223
2024-01-09 07:00:00,44.28514851084689
2024-01-09 08:00:00,51.788936801741414
2024-01-09 09:00:00,52.803922631841175
2024-01-09 10:00:00,55.41525621587638
2024-01-09 11:00:00,55.26901026017452
2024-01-09 12:00:00,43.111653160214544
2024-01-09 13:00:00,45.310874800424386
2024-01-09 14:00:00,52.5751763360433
2024-01-09 15:00:00,52.56892975456105
2024-01-09 16:00:00,52.57523843153024
2024-01-09 17:00:00,69.26365745327361
2024-01-09 18:00:00,52.85445255346583
2024-01-09 19:00:00,55.677828200902994
2024-01-09 20:00:00,54.770008817466014
2024-01-09 21:00:00,53.25695625652899
2024-01-09 22:00:00,48.423653776798275
2024-01-09 23:00:00,53.79484610246634
2024-01-10 00:00:00,74.58414584753221
2024-01-10 01:00:00,48.815906966299956
2024-01-10 02:00:00,47.57318226085448
2024-01-10 03:00:00,50.40937069693161
2024-01-10 04:00:00,61.573292833367546
2024-01-10 05:00:00,40.66367403704126
2024-01-10 06:00:00,53.431300951872565
2024-01-10 07:00:00,41.93642064405174
2024-01-10 08:00:00,47.64034067105283
2024-01-10 09:00:00,55.44475298483683
2024-01-10 10:00:00,83.99366413272881
2024-01-10 11:00:00,44.61127611035347
2024-01-10 12:00:00,46.423481453700155
2024-01-10 13:00:00,53.39798874467338
2024-01-10 14:00:00,46.34816684141432
2024-01-10 15:00:00,51.08229294790988
2024-01-10 16:00:00,50.22785919951907
2024-01-10 17:00:00,46.74199826197091
2024-01-10 18:00:00,60.71972044662663
2024-01-10 19:00:00,53.169595111590056
2024-01-10 20:00:00,39.874287066711965
2024-01-10 21:00:00,50.93227157384714
2024-01-10 22:00:00,46.69106767615806
